,,,,,,,,,,"VCNL4200 data, baseline corrected and converted to 5 minute averages",,,,,,,
date time,RH (%),temp (C) ,LWC counter,rain (mm),visibility (km),vis std dev (km),,bext (1/km),,VCNL1,VCNL2,VCNL3,VCNL4,VCNL5,VCNL6,,
6/1/21 0:00,89.9,9.96,0,0,59.914,3.7267,,0.05007177,,,,,,,,,
6/1/21 0:05,91.8,10.06,0,0,72.287,4.1347,,0.041501238,,0,0,0,0,0,0,,
6/1/21 0:10,88.9,10.31,0,0,73.35,11.228,,0.040899796,,0,0,0,0,0,0,,
6/1/21 0:15,89.3,9.99,0,0,62.618,5.0937,,0.047909547,,0,0,0,0,0,0,,
6/1/21 0:20,91.6,9.96,0,0,72.136,2.1146,,0.041588111,,0,0,0,0,0,0,,
6/1/21 0:25,92.3,10.05,0,0,64.186,4.5489,,0.046739164,,0,0,0,0,0,0,,
6/1/21 0:30,92.6,10.13,0,0,60.236,2.6699,,0.049804104,,0,0,0,0,0,0,,
6/1/21 0:35,91.6,9.93,0,0,60.885,1.622,,0.04927322,,0,0,0,0,0,0,,
6/1/21 0:40,92.4,9.9,0,0,57.328,4.1565,,0.052330449,,0,0,0,0,0,0,,
6/1/21 0:45,92.1,9.55,0,0,51.674,3.663,,0.058056276,,0,0,0,0,0,0,,
6/1/21 0:50,93.9,9.28,0,0,51.269,5.8989,,0.058514892,,0,0,0,0,0,0,,
6/1/21 0:55,94.3,9.49,0,0,58.046,5.3083,,0.051683148,,0,0,0,0,0,0,,
6/1/21 1:00,94.7,9.62,0,0,56.428,4.4397,,0.053165095,,0,0,0,0,0,0,,
6/1/21 1:05,93.6,9.58,0,0,45.719,1.4052,,0.065618233,,0,0,0,0,0,0,,
6/1/21 1:10,94,9.56,0,0,53.555,4.7647,,0.056017179,,0,0,0,0,0,0,,
6/1/21 1:15,93,9.47,0,0,45.264,3.6018,,0.066277837,,0,0,0,0,0,0,,
6/1/21 1:20,93.2,9.36,0,0,49.192,1.0959,,0.060985526,,0,0,0,0,0,0,,
6/1/21 1:25,93.8,9.32,0,0,54.569,3.532,,0.054976269,,0,0,0,0,0,0,,
6/1/21 1:30,92.7,9.35,0,0,57.422,3.2709,,0.052244784,,0,0,0,0,0,0,,
6/1/21 1:35,92.3,9.25,0,0,52.037,2.1985,,0.057651287,,0,0,0,0,0,0,,
6/1/21 1:40,92.6,9.12,0,0,45.405,2.2295,,0.066072019,,0,0,0,0,0,0,,
6/1/21 1:45,93.4,9.05,0,0,44.385,1.5373,,0.067590402,,0,0,0,0,0,0,,
6/1/21 1:50,94.4,9.01,0,0,42.482,4.2839,,0.070618144,,0,0,0,0,0,0,,
6/1/21 1:55,94.7,8.87,0,0,36.021,6.1515,,0.083284751,,0,0,0,0,0,0,,
6/1/21 2:00,95.7,8.91,0,0,44.676,2.4379,,0.067150148,,0,0,0,0,0,0,,
6/1/21 2:05,95.3,8.86,0,0,39.889,0.92707,,0.075208704,,0,0,0,0,0,0,,
6/1/21 2:10,95.5,8.8,0,0,42.194,2.6792,,0.071100156,,0,0,0,0,0,0,,
6/1/21 2:15,95.8,8.8,0,0,41.954,1.8239,,0.071506888,,0,0,0,0,0,0,,
6/1/21 2:20,95.7,8.82,0,0,37.129,6.6541,,0.080799375,,0,0,0,0,0,0,,
6/1/21 2:25,95.8,8.77,0,0,21.721,0.58969,,0.138115188,,0,0,0,0,0,0,,
6/1/21 2:30,96.7,8.83,0,0,35.361,6.6485,,0.08483923,,0,0,0,0,0,0,,
6/1/21 2:35,97.2,8.97,0,0,39.751,3.9161,,0.0754698,,0,0,0,0,0,0,,
6/1/21 2:40,97.4,9.09,0,0,37.817,2.481,,0.079329402,,0,0,0,0,0,0,,
6/1/21 2:45,97.3,9.16,0,0,40.409,2.7907,,0.074240887,,0,0,0,0,0,0,,
6/1/21 2:50,97.5,9.31,0,0,47.752,2.1963,,0.062824594,,0,0,0,0,0,0,,
6/1/21 2:55,96.8,9.38,0,0,41.577,0.55985,,0.072155278,,0,0,0,0,0,0,,
6/1/21 3:00,96.8,9.47,0,0,47.243,2.1444,,0.063501471,,0,0,0,0,0,0,,
6/1/21 3:05,96.2,9.52,0,0,47.691,2.0097,,0.062904951,,0,0,0,0,0,0,,
6/1/21 3:10,96.5,9.68,0,0,48.273,2.3495,,0.062146542,,0,0,0,0,0,0,,
6/1/21 3:15,96.3,9.96,0,0,50.726,1.3965,,0.059141269,,0,0,0,0,0,0,,
6/1/21 3:20,94.6,10.14,0,0,48.645,3.4039,,0.061671292,,0,0,0,0,0,0,,
6/1/21 3:25,93.5,9.97,0,0,28.61,6.7424,,0.104858441,,0,0,0,0,0,0,,
6/1/21 3:30,94.4,9.72,0,0,35.691,3.331,,0.084054804,,0,0,0,0,0,0,,
6/1/21 3:35,95.4,9.72,0,0,39.276,1.9574,,0.076382524,,0,0,0,0,0,0,,
6/1/21 3:40,95.3,9.67,0,0,27.452,3.7295,,0.109281655,,0,0,0,0,0,0,,
6/1/21 3:45,95.1,9.52,0,0,22.04,1.442,,0.136116152,,0,0,0,0,0,0,,
6/1/21 3:50,95.2,9.47,0,0,29.815,2.7401,,0.100620493,,0,0,0,0,0,0,,
6/1/21 3:55,96,9.48,0,0,35.302,1.9321,,0.084981021,,0,0,0,0,0,0,,
6/1/21 4:00,96.5,9.44,0,0,33.38,0.80076,,0.089874176,,0,0,0,0,0,0,,
6/1/21 4:05,96.2,9.36,0,0,22.614,6.0792,,0.132661183,,0,0,0,0,0,0,,
6/1/21 4:10,96.4,9.2,0,0,19.089,2.2678,,0.157158573,,0,0,0,0,0,0,,
6/1/21 4:15,96.9,9.14,0,0,35.071,4.0792,,0.08554076,,0,0,0,0,0,0,,
6/1/21 4:20,96.7,9.11,0,0,43.4,2.8509,,0.069124424,,0,0,0,0,0,0,,
6/1/21 4:25,96.2,9,0,0,32.571,5.768,,0.092106475,,0,0,0,0,0,0,,
6/1/21 4:30,96.4,8.86,0,0,34.415,2.9561,,0.087171292,,0,0,0,0,0,0,,
6/1/21 4:35,96.4,8.79,0,0,29.091,4.8528,,0.103124678,,0,0,0,0,0,0,,
6/1/21 4:40,96.3,8.7,0,0,25.701,2.8106,,0.116726976,,0,0,0,0,0,0,,
6/1/21 4:45,96.3,8.54,0,0,15.863,2.2738,,0.189119334,,0,0,0,0,0,0,,
6/1/21 4:50,97.7,8.64,0,0,21.023,1.1686,,0.142700851,,0,0,0,0,0,0,,
6/1/21 4:55,98.2,8.79,0,0,33.332,3.8134,,0.0900036,,0,0,0,0,0,0,,
6/1/21 5:00,98.1,8.88,0,0,40.136,5.2371,,0.074745864,,0,0,0,0,0,0,,
6/1/21 5:05,97.4,8.87,0,0,28.993,2.2833,,0.103473252,,0,0,0,0,0,0,,
6/1/21 5:10,97,8.71,0,0,24.905,2.7296,,0.120457739,,0,0,0,0,0,0,,
6/1/21 5:15,97.1,8.54,0,0,20.048,1.5079,,0.149640862,,0,0,0,0,0,0,,
6/1/21 5:20,97.6,8.55,0,0,20.389,2.7727,,0.147138163,,0,0,0,0,0,0,,
6/1/21 5:25,98.5,8.66,0,0,34.735,3.2483,,0.086368216,,0,0,0,0,0,0,,
6/1/21 5:30,98.1,8.78,0,0,21.269,6.9416,,0.141050355,,0,0,0,0,0,0,,
6/1/21 5:35,97.8,8.63,0,0,13.842,1.4389,,0.216731686,,0,0,0,0,0,0,,
6/1/21 5:40,98.2,8.63,0,0,14.955,1.0189,,0.200601805,,0,0,0,0,0,0,,
6/1/21 5:45,98.2,8.63,0,0,15.513,2.4302,,0.193386192,,0,0,0,0,0,0,,
6/1/21 5:50,98.3,8.6,0,0,18.634,2.7035,,0.160996029,,0,0,0,0,0,0,,
6/1/21 5:55,98.6,8.71,0,0,22.288,0.82463,,0.134601579,,0,0,0,0,0,0,,
6/1/21 6:00,98.4,8.68,0,0,21.801,0.8782,,0.137608367,,0,0,0,0,0,0,,
6/1/21 6:05,98.4,8.6,0,0,20.446,0.44096,,0.146727966,,0,0,0,0,0,0,,
6/1/21 6:10,98.7,8.6,0,0,22.138,1.3533,,0.135513597,,0,0,0,0,0,0,,
6/1/21 6:15,98.7,8.68,0,0,24.933,0.70906,,0.120322464,,0,0,0,0,0,0,,
6/1/21 6:20,99.2,8.84,0,0,26.792,1.1861,,0.111973723,,0,0,0,0,0,0,,
6/1/21 6:25,98.7,8.99,0,0,20.379,3.4179,,0.147210364,,0,0,0,0,0,0,,
6/1/21 6:30,98.6,9.07,0,0,20.57,2.0685,,0.145843461,,0,0,0,0,0,0,,
6/1/21 6:35,98.6,9.22,0,0,19.851,2.8572,,0.151125888,,0,0,0,0,0,0,,
6/1/21 6:40,98.8,9.48,0,0,30.317,2.2159,,0.098954382,,0,0,0,0,0,0,,
6/1/21 6:45,98.5,9.74,0,0,22.841,7.104,,0.131342761,,0,0,0,0,0,0,,
6/1/21 6:50,98.3,9.8,0,0,13.846,0.64624,,0.216669074,,0,0,0,0,0,0,,
6/1/21 6:55,98.4,10.11,0,0,19.463,2.6178,,0.154138622,,0,0,0,0,0,0,,
6/1/21 7:00,98,10.32,0,0,20.555,10.89,,0.145949891,,0,0,0,0,0,0,,
6/1/21 7:05,97.9,10.54,0,0,31.362,2.6213,,0.095657165,,0,0,0,0,0,0,,
6/1/21 7:10,97.7,10.79,0,0,33.151,1.328,,0.090495008,,0,0,0,0,0,0,,
6/1/21 7:15,97.1,11.06,0,0,33.98,1.9587,,0.088287228,,0,0,0,0,0,0,,
6/1/21 7:20,96.2,11.34,0,0,32.796,2.0434,,0.09147457,,0,0,0,0,0,0,,
6/1/21 7:25,94,11.57,0,0,34.409,2.3605,,0.087186492,,0,0,0,0,0,0,,
6/1/21 7:30,91.8,11.9,0,0,32.803,2.2661,,0.09145505,,0,0,0,0,0,0,,
6/1/21 7:35,89.5,12.13,0,0,34.133,1.4143,,0.087891483,,0,0,0,0,0,0,,
6/1/21 7:40,88.4,12.38,0,0,35.055,0.9705,,0.085579803,,0,0,0,0,0,0,,
6/1/21 7:45,87.4,12.81,0,0,33.399,1.8898,,0.089823049,,0,0,0,0,0,0,,
6/1/21 7:50,85.7,13.05,0,0,38.065,1.6043,,0.078812557,,0,0,0,0,0,0,,
6/1/21 7:55,85.1,13.26,0,0,36.591,2.1692,,0.081987374,,0,0,0,0,0,0,,
6/1/21 8:00,84.6,13.57,0,0,33.754,1.0169,,0.088878355,,0,0,0,0,0,0,,
6/1/21 8:05,81.5,14.22,0,0,34.594,1.4682,,0.086720241,,0,0,0,0,0,0,,
6/1/21 8:10,78,14.37,0,0,37.409,2.9172,,0.080194606,,0,0,0,0,0,0,,
6/1/21 8:15,78.3,14.51,0,0,40.025,2.2869,,0.074953154,,0,0,0,0,0,0,,
6/1/21 8:20,79.1,14.79,0,0,34.607,2.4066,,0.086687664,,0,0,0,0,0,0,,
6/1/21 8:25,80,14.87,0,0,37.321,2.5086,,0.080383698,,0,0,0,0,0,0,,
6/1/21 8:30,80.1,15.03,0,0,37.372,1.9722,,0.080274002,,0,0,0,0,0,0,,
6/1/21 8:35,79.1,15.15,0,0,38.368,1.3554,,0.078190158,,0,0,0,0,0,0,,
6/1/21 8:40,77.6,15.13,0,0,39.565,1.3617,,0.075824592,,0,0,0,0,0,0,,
6/1/21 8:45,76.6,15.23,0,0,40.582,3.2191,,0.0739244,,0,0,0,0,0,0,,
6/1/21 8:50,76.1,15.33,0,0,40.796,2.4603,,0.073536621,,0,0,0,0,0,0,,
6/1/21 8:55,75.7,15.41,0,0,38.716,1.7611,,0.077487344,,0,0,0,0,0,0,,
6/1/21 9:00,74.4,15.57,0,0,43.557,2.7514,,0.068875267,,0,0,0,0,0,0,,
6/1/21 9:05,75.5,15.53,0,0,38.695,2.3448,,0.077529397,,0,0,0,0,0,0,,
6/1/21 9:10,76.2,15.5,0,0,40.667,2.0176,,0.073769887,,0,0,0,0,0,0,,
6/1/21 9:15,76.9,15.77,0,0,37.533,2.6907,,0.079929662,,0,0,0,0,0,0,,
6/1/21 9:20,75.4,16.03,0,0,39.866,2.3385,,0.075252095,,0,0,0,0,0,0,,
6/1/21 9:25,72.2,16.12,0,0,43.919,3.9125,,0.068307566,,0,0,0,0,0,0,,
6/1/21 9:30,73.4,16,0,0,43.617,2.2928,,0.068780521,,0,0,0,0,0,0,,
6/1/21 9:35,73.1,16.04,0,0,43.237,1.8825,,0.069385017,,0,0,0,0,0,0,,
6/1/21 9:40,71.8,16.25,0,0,48.272,5.4261,,0.062147829,,0,0,0,0,0,0,,
6/1/21 9:45,73.1,16.53,0,0,42.044,4.5502,,0.07135382,,0,0,0,0,0,0,,
6/1/21 9:50,69.53,16.8,0,0,44.381,3.3008,,0.067596494,,0,0,0,0,0,0,,
6/1/21 9:55,67.7,17.15,0,0,43.629,3.233,,0.068761604,,0,0,0,0,0,0,,
6/1/21 10:00,70.8,17.47,0,0,36.895,3.448,,0.081311831,,0,0,0,0,0,0,,
6/1/21 10:05,69.35,17.61,0,0,35.981,1.6566,,0.083377338,,0,0,0,0,0,0,,
6/1/21 10:10,67.3,17.69,0,0,42.549,4.7147,,0.070506945,,0,0,0,0,0,0,,
6/1/21 10:15,65.97,17.89,0,0,38.386,2.562,,0.078153493,,0,0,0,0,0,0,,
6/1/21 10:20,65.61,18.29,0,0,38.62,1.8138,,0.077679959,,0,0,0,0,0,0,,
6/1/21 10:25,64.67,18.42,0,0,41.417,6.7786,,0.072434025,,0,0,0,0,0,0,,
6/1/21 10:30,57.85,18.67,0,0,44.87,4.2923,,0.066859817,,0,0,0,0,0,0,,
6/1/21 10:35,61.2,18.81,0,0,44.012,4.3434,,0.068163228,,0,0,0,0,0,0,,
6/1/21 10:40,60.99,18.84,0,0,43.199,3.4322,,0.069446052,,0,0,0,0,0,0,,
6/1/21 10:45,60.5,19.05,0,0,44.633,3.0973,,0.067214841,,0,0,0,0,0,0,,
6/1/21 10:50,59.26,19.01,0,0,44.437,2.9565,,0.067511308,,0,0,0,0,0,0,,
6/1/21 10:55,56.89,19.13,0,0,50.039,4.904,,0.059953236,,0,0,0,0,0,0,,
6/1/21 11:00,57.64,19.31,0,0,49.458,5.3711,,0.060657528,,0,0,0,0,0,0,,
6/1/21 11:05,58.08,19.56,0,0,46.38,3.1347,,0.064683053,,0,0,0,0,0,0,,
6/1/21 11:10,56.73,19.56,0,0,48.331,3.3028,,0.062071962,,0,0,0,0,0,0,,
6/1/21 11:15,57.09,19.65,0,0,45.295,3.5392,,0.066232476,,0,0,0,0,0,0,,
6/1/21 11:20,55.26,20.17,0,0,44.216,5.4114,,0.067848743,,0,0,0,0,0,0,,
6/1/21 11:25,53.38,20.47,0,0,40.349,5.3628,,0.074351285,,0,0,0,0,0,0,,
6/1/21 11:30,52.54,20.81,0,0,49.594,6.2947,,0.060491188,,0,0,0,0,0,0,,
6/1/21 11:35,50.99,21.05,0,0,45.809,6.2315,,0.065489314,,0,0,0,0,0,0,,
6/1/21 11:40,50.42,21.36,0,0,45.51,5.435,,0.065919578,,0,0,0,0,0,0,,
6/1/21 11:45,51.04,21.73,0,0,56.964,9.7566,,0.052664841,,0,0,0,0,0,0,,
6/1/21 11:50,47.85,21.79,0,0,51.024,4.6362,,0.058795861,,0,0,0,0,0,0,,
6/1/21 11:55,49.85,21.99,0,0,51.475,5.3253,,0.058280719,,0,0,0,0,0,0,,
6/1/21 12:00,49.3,22.17,0,0,54.451,3.5402,,0.055095407,,0,0,0,0,0,0,,
6/1/21 12:05,49.25,22.04,0,0,46.053,3.7059,,0.065142336,,0,0,0,0,0,0,,
6/1/21 12:10,45.5,21.94,0,0,46.7,5.1852,,0.064239829,,0,0,0,0,0,0,,
6/1/21 12:15,47.85,22.02,0,0,51.741,6.4784,,0.057981098,,0,0,0,0,0,0,,
6/1/21 12:20,46.73,22.26,0,0,61.012,8.9605,,0.049170655,,0,0,0,0,0,0,,
6/1/21 12:25,46.74,22.19,0,0,54.545,7.5123,,0.055000458,,0,0,0,0,0,0,,
6/1/21 12:30,49.44,22.2,0,0,62.115,10.313,,0.048297513,,0,0,0,0,0,0,,
6/1/21 12:35,49.4,22.31,0,0,44.79,19.082,,0.066979236,,0,0,0,0,0,0,,
6/1/21 12:40,48.46,22.55,0,0,35.533,10.921,,0.084428559,,0,0,0,0,0,0,,
6/1/21 12:45,46.28,22.8,0,0,38.161,10.173,,0.078614292,,0,0,0,0,0,0,,
6/1/21 12:50,48.42,23.1,0,0,49.671,5.848,,0.060397415,,0,0,0,0,0,0,,
6/1/21 12:55,47.54,23.03,0,0,47.004,6.1127,,0.063824355,,0,0,0,0,0,0,,
6/1/21 13:00,48.3,22.81,0,0,39.367,3.216,,0.076205959,,0,0,0,0,0,0,,
6/1/21 13:05,48.18,22.7,0,0,47.228,9.1489,,0.06352164,,0,0,0,0,0,0,,
6/1/21 13:10,51.12,22.97,0,0,43.438,4.0782,,0.069063953,,0,0,0,0,0,0,,
6/1/21 13:15,50.99,22.92,0,0,44.252,11.492,,0.067793546,,0,0,0,0,0,0,,
6/1/21 13:20,49.43,22.86,0,0,43.499,8.7257,,0.068967103,,0,0,0,0,0,0,,
6/1/21 13:25,50.38,22.93,0,0,27.962,14.126,,0.107288463,,0,0,0,0,0,0,,
6/1/21 13:30,50.06,22.95,0,0,29.983,8.1761,,0.100056699,,0,0,0,0,0,0,,
6/1/21 13:35,50.16,22.84,0,0,29.221,3.4241,,0.102665891,,0,0,0,0,0,0,,
6/1/21 13:40,48.74,23.06,0,0,40.944,12.868,,0.073270809,,0,0,0,0,0,0,,
6/1/21 13:45,48.26,22.97,0,0,31.664,16.667,,0.094744821,,0,0,0,0,0,0,,
6/1/21 13:50,48.52,22.87,0,0,8.1771,2.7331,,0.366878233,,0,0,0,0,0,0,,
6/1/21 13:55,47.75,22.87,0,0,21.074,12.57,,0.142355509,,0,0,0,0,0,0,,
6/1/21 14:00,50.67,22.95,0,0,26.881,15.521,,0.111602991,,0,0,0,0,0,0,,
6/1/21 14:05,46.72,23.03,0,0,8.1415,3.6117,,0.368482466,,0,0,0,0,0,0,,
6/1/21 14:10,49,23.09,0,0,5.2783,1.5162,,0.568364814,,0,0,0,0,0,0,,
6/1/21 14:15,48.44,23.25,0,0,5.2573,2.7916,,0.570635117,,0,0,0,0,0,0,,
6/1/21 14:20,46.52,23.48,0,0,20.201,7.173,,0.1485075,,0,0,0,0,0,0,,
6/1/21 14:25,44.43,23.76,0,0,50.115,7.27,,0.059862317,,0,0,0,0,0,0,,
6/1/21 14:30,46.42,23.67,0,0,53.58,4.3693,,0.055991041,,0,0,0,0,0,0,,
6/1/21 14:35,45.31,23.92,0,0,47.324,3.6017,,0.063392782,,0,0,0,0,0,0,,
6/1/21 14:40,42.7,24.38,0,0,51.873,5.2055,,0.057833555,,0,0,0,0,0,0,,
6/1/21 14:45,46.68,24.45,0,0,55.653,5.8221,,0.05390545,,0,0,0,0,0,0,,
6/1/21 14:50,43.5,24.68,0,0,52.239,4.9213,,0.057428358,,0,0,0,0,0,0,,
6/1/21 14:55,46.47,24.43,0,0,62.602,6.8236,,0.047921792,,0,0,0,0,0,0,,
6/1/21 15:00,46.99,23.96,0,0,60.677,4.8119,,0.049442128,,0,0,0,0,0,0,,
6/1/21 15:05,45.84,23.85,0,0,60.825,5.7141,,0.049321825,,0,0,0,0,0,0,,
6/1/21 15:10,43.43,23.82,0,0,58.242,5.2963,,0.05150922,,0,0,0,0,0,0,,
6/1/21 15:15,45.27,23.99,0,0,50.163,9.2049,,0.059805036,,0,0,0,0,0,0,,
6/1/21 15:20,46.87,24.04,0,0,53.488,5.9393,,0.056087347,,0,0,0,0,0,0,,
6/1/21 15:25,46.31,23.83,0,0,59.454,6.8732,,0.050459179,,0,0,0,0,0,0,,
6/1/21 15:30,48.21,23.77,0,0,58.103,3.2501,,0.051632446,,0,0,0,0,0,0,,
6/1/21 15:35,50.27,23.63,0,0,57.204,3.4786,,0.052443885,,0,0,0,0,0,0,,
6/1/21 15:40,48.04,24.19,0,0,57.156,11.905,,0.052487928,,0,0,0,0,0,0,,
6/1/21 15:45,50.2,24.25,0,0,71.979,10.153,,0.041678823,,0,0,0,0,0,0,,
6/1/21 15:50,48.88,24.05,0,0,51.271,5.09,,0.058512609,,0,0,0,0,0,0,,
6/1/21 15:55,49,23.83,0,0,52.75,4.1494,,0.056872038,,0,0,0,0,0,0,,
6/1/21 16:00,51.29,24.09,0,0,51.05,3.0826,,0.058765916,,0,0,0,0,0,0,,
6/1/21 16:05,50.07,24.16,0,0,59.162,4.9616,,0.050708225,,0,0,0,0,0,0,,
6/1/21 16:10,51.26,24.24,0,0,45.643,4.7316,,0.065727494,,0,0,0,0,0,0,,
6/1/21 16:15,49.87,23.95,0,0,62.267,4.9914,,0.048179614,,0,0,0,0,0,0,,
6/1/21 16:20,50.62,23.64,0,0,68.093,8.896,,0.044057392,,0,0,0,0,0,0,,
6/1/21 16:25,51.21,23.75,0,0,53.935,4.9629,,0.055622509,,0,0,0,0,0,0,,
6/1/21 16:30,49.69,24.07,0,0,62.11,6.0323,,0.048301401,,0,0,0,0,0,0,,
6/1/21 16:35,49.48,24.21,0,0,57.274,8.4589,,0.052379788,,0,0,0,0,0,0,,
6/1/21 16:40,47.73,24.57,0,0,57.512,8.0869,,0.052163027,,0,0,0,0,0,0,,
6/1/21 16:45,47.56,24.39,0,0,50.615,7.5806,,0.059270967,,0,0,0,0,0,0,,
6/1/21 16:50,48.69,24.22,0,0,55.43,7.5897,,0.054122316,,0,0,0,0,0,0,,
6/1/21 16:55,50.81,24.08,0,0,57.846,5.8367,,0.05186184,,0,0,0,0,0,0,,
6/1/21 17:00,51.73,23.9,0,0,65.331,5.92,,0.045920007,,0,0,0,0,0,0,,
6/1/21 17:05,51.48,23.63,0,0,62.229,7.7545,,0.048209034,,0,0,0,0,0,0,,
6/1/21 17:10,54.06,23.28,0,0,65.86,5.6803,,0.045551169,,0,0,0,0,0,0,,
6/1/21 17:15,53.53,23.32,0,0,69.935,6.4847,,0.042896976,,0,0,0,0,0,0,,
6/1/21 17:20,54.56,23.38,0,0,74.222,7.8515,,0.040419283,,0,0,0,0,0,0,,
6/1/21 17:25,53.13,23.32,0,0,68.171,5.3567,,0.044006982,,0,0,0,0,0,0,,
6/1/21 17:30,54.37,23.25,0,0,83.811,76.379,,0.035794824,,0,0,0,0,0,0,,
6/1/21 17:35,54.07,23.47,0,0,66.891,5.3623,,0.044849083,,0,0,0,0,0,0,,
6/1/21 17:40,52.12,23.56,0,0,62.156,4.3717,,0.048265654,,0,0,0,0,0,0,,
6/1/21 17:45,52.47,23.47,0,0,65.827,4.3208,,0.045574005,,0,0,0,0,0,0,,
6/1/21 17:50,53.5,23.37,0,0,61.222,4.7336,,0.049001993,,0,0,0,0,0,0,,
6/1/21 17:55,54.93,23.42,0,0,59.406,4.7193,,0.05049995,,0,0,0,0,0,0,,
6/1/21 18:00,53.64,23.39,0,0,62.584,6.0207,,0.047935575,,0,0,0,0,0,0,,
6/1/21 18:05,53.37,23.31,0,0,108.25,108.6,,0.027713626,,0,0,0,0,0,0,,
6/1/21 18:10,55.11,23.06,0,0,70.395,5.2181,,0.042616663,,0,0,0,0,0,0,,
6/1/21 18:15,55.42,22.86,0,0,63.145,4.4771,,0.0475097,,0,0,0,0,0,0,,
6/1/21 18:20,54.97,22.9,0,0,72.742,7.5258,,0.041241649,,0,0,0,0,0,0,,
6/1/21 18:25,54.39,23.01,0,0,59.712,8.8674,,0.050241158,,0,0,0,0,0,0,,
6/1/21 18:30,54.43,23.24,0,0,58.49,2.7833,,0.051290819,,0,0,0,0,0,0,,
6/1/21 18:35,54.94,23.3,0,0,61.863,4.061,,0.048494253,,0,0,0,0,0,0,,
6/1/21 18:40,54.91,23.21,0,0,59.51,9.8685,,0.050411696,,0,0,0,0,0,0,,
6/1/21 18:45,55.61,23.12,0,0,68.667,5.5409,,0.043689108,,0,0,0,0,0,0,,
6/1/21 18:50,56.9,22.99,0,0,75.057,6.3322,,0.039969623,,0,0,0,0,0,0,,
6/1/21 18:55,58.94,22.76,0,0,70.664,3.9094,,0.042454432,,0,0,0,0,0,0,,
6/1/21 19:00,58.66,22.67,0,0,67.582,4.8898,,0.044390518,,0,0,0,0,0,0,,
6/1/21 19:05,60.05,22.51,0,0,82.909,6.8545,,0.03618425,,0,0,0,0,0,0,,
6/1/21 19:10,59.77,22.3,0,0,79.685,6.2767,,0.03764824,,0,0,0,0,0,0,,
6/1/21 19:15,61.59,22.15,0,0,76.505,9.3757,,0.039213123,,0,0,0,0,0,0,,
6/1/21 19:20,63.25,22.02,0,0,82.242,6.7919,,0.036477712,,0,0,0,0,0,0,,
6/1/21 19:25,62.76,21.88,0,0,79.041,4.2725,,0.037954985,,0,0,0,0,0,0,,
6/1/21 19:30,66.21,21.75,0,0,64.885,5.9988,,0.046235648,,0,0,0,0,0,0,,
6/1/21 19:35,67.75,21.61,0,0,68.817,3.4346,,0.043593879,,0,0,0,0,0,0,,
6/1/21 19:40,70.7,21.47,0,0,71.977,2.0019,,0.041679981,,0,0,0,0,0,0,,
6/1/21 19:45,71.4,21.15,0,0,65.518,4.4643,,0.045788943,,0,0,0,0,0,0,,
6/1/21 19:50,70.6,21.08,0,0,67.794,4.0397,,0.044251704,,0,0,0,0,0,0,,
6/1/21 19:55,68.66,21.16,0,0,72.061,3.8224,,0.041631396,,0,0,0,0,0,0,,
6/1/21 20:00,70.2,21.09,0,0,73.629,3.5742,,0.040744815,,0,0,0,0,0,0,,
6/1/21 20:05,70.1,20.81,0,0,76.014,4.7029,,0.039466414,,0,0,0,0,0,0,,
6/1/21 20:10,71.7,20.47,0,0,65.064,3.5302,,0.046108447,,0,0,0,0,0,0,,
6/1/21 20:15,72.2,20.19,0,0,63.031,4.1574,,0.047595628,,0,0,0,0,0,0,,
6/1/21 20:20,73.1,19.96,0,0,63.856,2.4239,,0.046980707,,0,0,0,0,0,0,,
6/1/21 20:25,74.9,19.61,0,0,73.51,8.0898,,0.040810774,,0,0,0,0,0,0,,
6/1/21 20:30,74.5,19.23,0,0,61.492,8.8531,,0.048786834,,0,0,0,0,0,0,,
6/1/21 20:35,73.2,19.17,0,0,64.424,14.511,,0.046566497,,0,0,0,0,0,0,,
6/1/21 20:40,71.6,19.21,0,0,54.287,9.8767,,0.055261849,,0,0,0,0,0,0,,
6/1/21 20:45,74.2,19.14,0,0,72.606,3.7402,,0.041318899,,0,0,0,0,0,0,,
6/1/21 20:50,76.4,18.71,0,0,80.066,3.6447,,0.037469088,,0,0,0,0,0,0,,
6/1/21 20:55,77.6,18.47,0,0,75.817,3.3401,,0.039568962,,0,0,0,0,0,0,,
6/1/21 21:00,77.5,18.36,0,0,68.902,3.0034,,0.0435401,,0,0,0,0,0,0,,
6/1/21 21:05,78.3,18.18,0,0,70.515,5.5409,,0.04254414,,0,0,0,0,0,0,,
6/1/21 21:10,79,17.93,0,0,69.398,8.1341,,0.043228911,,0,0,0,0,0,0,,
6/1/21 21:15,80.4,17.54,0,0,77.21,3.308,,0.038855071,,0,0,0,0,0,0,,
6/1/21 21:20,81.3,17.33,0,0,74.487,4.5396,,0.040275484,,0,0,0,0,0,0,,
6/1/21 21:25,83.6,17.09,0,0,65.087,2.9978,,0.046092154,,0,0,0,0,0,0,,
6/1/21 21:30,84.7,16.95,0,0,62.108,2.7992,,0.048302956,,0,0,0,0,0,0,,
6/1/21 21:35,83.8,16.87,0,0,53.615,12.938,,0.05595449,,0,0,0,0,0,0,,
6/1/21 21:40,80.5,17.44,0,0,65.741,4.7892,,0.045633623,,0,0,0,0,0,0,,
6/1/21 21:45,81.7,17.47,0,0,59.857,2.8263,,0.050119451,,0,0,0,0,0,0,,
