,B_Ext,B_Time,B_Humid,TFTime,TFValue,TDiff
632,,,,2021-06-08 11:36:00,14,
633,,,,2021-06-08 11:52:00,8,
634,,,,2021-06-08 12:08:00,10,
635,,,,2021-06-08 12:25:00,8,
636,,,,2021-06-08 12:41:00,12,
637,,,,2021-06-08 12:57:00,15,
638,,,,2021-06-08 13:14:00,9,
639,,,,2021-06-08 13:30:00,8,
640,,,,2021-06-08 13:46:00,18,
641,,,,2021-06-08 14:03:00,24,
642,,,,2021-06-08 14:19:00,23,
643,,,,2021-06-08 14:35:00,17,
644,,,,2021-06-08 14:52:00,24,
645,,,,2021-06-08 15:08:00,17,
646,,,,2021-06-08 15:24:00,25,
647,,,,2021-06-08 15:41:00,22,
648,,,,2021-06-08 15:57:00,22,
649,,,,2021-06-08 16:13:00,21,
650,,,,2021-06-08 16:30:00,18,
651,,,,2021-06-08 16:46:00,21,
652,,,,2021-06-08 17:02:00,14,
653,,,,2021-06-08 17:19:00,23,
654,,,,2021-06-08 17:35:00,20,
655,,,,2021-06-08 17:51:00,24,
656,,,,2021-06-08 18:07:00,16,
657,,,,2021-06-08 18:28:00,36,
658,,,,2021-06-08 18:44:00,21,
659,,,,2021-06-08 19:00:00,29,
660,,,,2021-06-08 19:17:00,25,
661,,,,2021-06-08 19:33:00,30,
662,,,,2021-06-08 19:49:00,22,
663,,,,2021-06-08 20:06:00,27,
664,,,,2021-06-08 20:22:00,33,
665,,,,2021-06-08 20:38:00,26,
666,,,,2021-06-08 20:55:00,22,
667,,,,2021-06-08 21:11:00,26,
668,,,,2021-06-08 21:27:00,22,
669,,,,2021-06-08 21:44:00,14,
670,,,,2021-06-08 22:00:00,14,
671,,,,2021-06-08 22:16:00,10,
672,,,,2021-06-08 22:33:00,16,
673,,,,2021-06-08 22:49:00,17,
674,,,,2021-06-08 23:26:00,32,
675,,,,2021-06-08 23:43:00,10,
676,,,,2021-06-08 23:59:00,8,
677,,,,2021-06-09 00:15:00,12,
678,,,,2021-06-09 00:32:00,9,
679,,,,2021-06-09 00:48:00,9,
680,,,,2021-06-09 01:04:00,8,
681,,,,2021-06-09 01:21:00,10,
682,,,,2021-06-09 01:37:00,13,
683,,,,2021-06-09 01:53:00,8,
684,,,,2021-06-09 02:09:00,8,
685,,,,2021-06-09 02:26:00,9,
686,,,,2021-06-09 02:42:00,8,
687,,,,2021-06-09 02:58:00,11,
688,,,,2021-06-09 03:36:00,16,
689,,,,2021-06-09 03:52:00,10,
690,,,,2021-06-09 04:08:00,13,
691,,,,2021-06-09 04:25:00,11,
692,,,,2021-06-09 04:41:00,12,
693,,,,2021-06-09 04:57:00,6,
694,,,,2021-06-09 05:14:00,13,
695,,,,2021-06-09 05:30:00,10,
696,,,,2021-06-09 05:46:00,10,
697,,,,2021-06-09 06:04:00,9,
698,,,,2021-06-09 06:20:00,8,
699,,,,2021-06-09 06:37:00,9,
700,,,,2021-06-09 06:53:00,11,
701,,,,2021-06-09 07:10:00,11,
702,,,,2021-06-09 07:26:00,15,
703,,,,2021-06-09 07:42:00,12,
704,,,,2021-06-09 07:59:00,9,
705,,,,2021-06-09 08:15:00,11,
706,,,,2021-06-09 08:31:00,9,
707,,,,2021-06-09 08:48:00,12,
708,,,,2021-06-09 09:04:00,9,
709,,,,2021-06-09 09:20:00,9,
710,,,,2021-06-09 09:37:00,12,
711,,,,2021-06-09 09:53:00,12,
712,,,,2021-06-09 10:10:00,9,
713,,,,2021-06-09 11:29:00,37,
714,,,,2021-06-09 11:45:00,17,
715,,,,2021-06-09 12:02:00,12,
716,,,,2021-06-09 12:18:00,15,
717,,,,2021-06-09 12:34:00,18,
718,,,,2021-06-09 12:51:00,15,
719,,,,2021-06-09 13:07:00,16,
720,,,,2021-06-09 13:23:00,17,
721,,,,2021-06-09 13:40:00,13,
722,,,,2021-06-09 13:56:00,14,
723,,,,2021-06-09 14:12:00,19,
724,,,,2021-06-09 14:29:00,29,
725,,,,2021-06-09 14:45:00,27,
726,,,,2021-06-09 15:01:00,20,
727,,,,2021-06-09 15:18:00,18,
728,,,,2021-06-09 15:34:00,28,
729,,,,2021-06-09 15:50:00,25,
730,,,,2021-06-09 16:07:00,17,
731,,,,2021-06-09 16:23:00,17,
732,,,,2021-06-09 16:39:00,19,
733,,,,2021-06-09 16:56:00,21,
734,,,,2021-06-09 17:12:00,13,
735,,,,2021-06-09 17:28:00,20,
736,,,,2021-06-09 17:45:00,22,
737,,,,2021-06-09 18:01:00,23,
738,,,,2021-06-09 18:17:00,20,
739,,,,2021-06-09 18:34:00,26,
740,,,,2021-06-09 18:50:00,11,
741,,,,2021-06-09 19:06:00,18,
742,,,,2021-06-09 19:23:00,21,
743,,,,2021-06-09 19:39:00,19,
744,,,,2021-06-09 19:55:00,12,
745,,,,2021-06-09 20:12:00,19,
746,,,,2021-06-09 20:28:00,12,
747,,,,2021-06-09 20:44:00,12,
748,,,,2021-06-09 21:00:00,10,
749,,,,2021-06-09 21:17:00,9,
750,,,,2021-06-09 21:33:00,11,
751,,,,2021-06-09 21:49:00,11,
752,,,,2021-06-09 22:06:00,15,
753,,,,2021-06-10 00:49:00,15,
754,,,,2021-06-10 01:06:00,8,
755,,,,2021-06-10 01:22:00,10,
756,,,,2021-06-10 01:38:00,12,
757,,,,2021-06-10 01:54:00,14,
758,,,,2021-06-10 02:11:00,6,
759,,,,2021-06-10 02:27:00,11,
760,,,,2021-06-10 02:43:00,10,
761,,,,2021-06-10 03:00:00,11,
762,,,,2021-06-10 03:16:00,8,
763,,,,2021-06-10 03:32:00,11,
764,,,,2021-06-10 03:49:00,10,
765,,,,2021-06-10 04:05:00,11,
766,,,,2021-06-10 04:21:00,11,
767,,,,2021-06-10 04:39:00,7,
768,,,,2021-06-10 04:55:00,7,
769,,,,2021-06-10 05:12:00,12,
770,,,,2021-06-10 05:28:00,8,
771,,,,2021-06-10 05:44:00,9,
772,,,,2021-06-10 06:01:00,13,
773,,,,2021-06-10 06:17:00,7,
774,,,,2021-06-10 06:33:00,10,
775,,,,2021-06-10 06:50:00,9,
776,,,,2021-06-10 07:06:00,12,
777,,,,2021-06-10 07:23:00,15,
778,,,,2021-06-10 07:39:00,8,
779,,,,2021-06-10 07:55:00,9,
780,,,,2021-06-10 08:12:00,9,
781,,,,2021-06-10 08:28:00,11,
782,,,,2021-06-10 08:44:00,30,
783,,,,2021-06-10 09:01:00,135,
784,,,,2021-06-10 09:17:00,10,
785,,,,2021-06-10 09:33:00,11,
786,,,,2021-06-10 09:49:00,10,
787,,,,2021-06-10 10:06:00,8,
788,,,,2021-06-10 10:22:00,10,
789,,,,2021-06-10 10:38:00,16,
790,,,,2021-06-10 10:55:00,17,
791,,,,2021-06-10 11:11:00,21,
792,,,,2021-06-10 11:27:00,17,
793,,,,2021-06-10 11:44:00,23,
794,,,,2021-06-10 12:00:00,9,
795,,,,2021-06-10 12:16:00,12,
796,,,,2021-06-10 12:33:00,19,
797,,,,2021-06-10 12:49:00,15,
798,,,,2021-06-10 13:05:00,18,
799,,,,2021-06-10 13:22:00,13,
800,,,,2021-06-10 13:38:00,15,
801,,,,2021-06-10 14:15:00,34,
802,,,,2021-06-10 14:32:00,25,
803,,,,2021-06-10 14:48:00,22,
804,,,,2021-06-10 15:04:00,23,
805,,,,2021-06-10 15:21:00,21,
806,,,,2021-06-10 15:37:00,23,
807,,,,2021-06-10 15:53:00,20,
808,,,,2021-06-10 16:10:00,20,
809,,,,2021-06-10 16:26:00,25,
810,,,,2021-06-10 16:42:00,20,
811,,,,2021-06-10 16:59:00,18,
812,,,,2021-06-10 17:15:00,23,
813,,,,2021-06-10 17:31:00,30,
814,,,,2021-06-10 17:48:00,16,
815,,,,2021-06-10 18:04:00,23,
816,,,,2021-06-10 18:20:00,19,
817,,,,2021-06-10 18:37:00,16,
818,,,,2021-06-10 18:53:00,21,
819,,,,2021-06-10 19:09:00,26,
820,,,,2021-06-10 19:26:00,20,
821,,,,2021-06-10 19:42:00,17,
822,,,,2021-06-10 19:58:00,13,
823,,,,2021-06-10 20:14:00,18,
824,,,,2021-06-10 20:31:00,18,
825,,,,2021-06-10 20:47:00,16,
826,,,,2021-06-10 21:03:00,11,
827,,,,2021-06-10 21:20:00,12,
828,,,,2021-06-10 21:36:00,15,
829,,,,2021-06-10 21:52:00,13,
830,,,,2021-06-10 22:09:00,25,
831,,,,2021-06-10 22:25:00,12,
832,,,,2021-06-10 22:41:00,14,
833,,,,2021-06-10 22:58:00,13,
834,,,,2021-06-10 23:14:00,10,
835,,,,2021-06-10 23:30:00,13,
836,,,,2021-06-10 23:47:00,8,
837,,,,2021-06-11 00:03:00,12,
838,,,,2021-06-11 00:19:00,7,
839,,,,2021-06-11 00:36:00,7,
840,,,,2021-06-11 00:52:00,12,
841,,,,2021-06-11 01:08:00,9,
842,,,,2021-06-11 01:25:00,9,
843,,,,2021-06-11 01:41:00,10,
844,,,,2021-06-11 01:57:00,8,
845,,,,2021-06-11 02:14:00,7,
846,,,,2021-06-11 02:30:00,12,
847,,,,2021-06-11 02:46:00,9,
848,,,,2021-06-11 03:03:00,8,
849,,,,2021-06-11 03:19:00,12,
850,,,,2021-06-11 03:35:00,9,
851,,,,2021-06-11 03:52:00,11,
852,,,,2021-06-11 04:08:00,10,
853,,,,2021-06-11 04:24:00,10,
854,,,,2021-06-11 04:41:00,10,
855,,,,2021-06-11 04:57:00,10,
856,,,,2021-06-11 05:13:00,10,
857,,,,2021-06-11 05:30:00,10,
858,,,,2021-06-11 05:46:00,10,
859,,,,2021-06-11 06:02:00,10,
860,,,,2021-06-11 06:19:00,10,
861,,,,2021-06-11 06:35:00,12,
862,,,,2021-06-11 06:51:00,8,
863,,,,2021-06-11 07:08:00,11,
864,,,,2021-06-11 07:24:00,10,
865,,,,2021-06-11 07:40:00,11,
866,,,,2021-06-11 07:56:00,4,
867,,,,2021-06-11 08:13:00,10,
868,,,,2021-06-11 08:29:00,12,
869,,,,2021-06-11 08:45:00,14,
870,,,,2021-06-11 09:23:00,16,
871,,,,2021-06-11 09:39:00,11,
872,,,,2021-06-11 09:55:00,11,
873,,,,2021-06-11 10:12:00,15,
874,,,,2021-06-11 10:28:00,8,
875,,,,2021-06-11 10:44:00,11,
876,,,,2021-06-11 11:01:00,10,
877,,,,2021-06-11 11:17:00,10,
878,,,,2021-06-11 11:33:00,7,
879,,,,2021-06-11 11:50:00,10,
880,,,,2021-06-11 12:06:00,11,
881,,,,2021-06-11 12:22:00,12,
882,,,,2021-06-11 12:39:00,11,
883,,,,2021-06-11 12:55:00,9,
884,,,,2021-06-11 13:11:00,13,
885,,,,2021-06-11 13:28:00,8,
886,,,,2021-06-11 13:44:00,8,
887,,,,2021-06-11 14:00:00,8,
888,,,,2021-06-11 14:17:00,14,
889,,,,2021-06-11 14:33:00,8,
890,,,,2021-06-11 14:49:00,7,
891,,,,2021-06-11 15:06:00,11,
892,,,,2021-06-11 15:22:00,8,
893,,,,2021-06-11 15:38:00,12,
894,,,,2021-06-11 15:55:00,14,
895,,,,2021-06-11 16:11:00,12,
896,,,,2021-06-11 16:27:00,9,
897,,,,2021-06-11 16:44:00,21,
898,,,,2021-06-11 17:00:00,24,
899,,,,2021-06-11 17:16:00,11,
900,,,,2021-06-11 17:33:00,14,
901,,,,2021-06-11 17:49:00,17,
902,,,,2021-06-11 18:05:00,11,
903,,,,2021-06-11 18:22:00,9,
904,,,,2021-06-11 18:59:00,13,
905,,,,2021-06-11 19:15:00,12,
906,,,,2021-06-11 19:32:00,8,
907,,,,2021-06-11 19:48:00,11,
908,,,,2021-06-11 20:04:00,8,
909,,,,2021-06-11 20:20:00,9,
910,,,,2021-06-11 20:58:00,14,
911,,,,2021-06-11 21:35:00,13,
912,,,,2021-06-11 21:51:00,12,
913,,,,2021-06-11 22:08:00,11,
914,,,,2021-06-11 22:24:00,16,
915,,,,2021-06-11 22:40:00,11,
916,,,,2021-06-11 22:57:00,19,
917,,,,2021-06-11 23:13:00,15,
918,,,,2021-06-11 23:29:00,11,
919,,,,2021-06-11 23:46:00,27,
920,,,,2021-06-12 00:02:00,18,
921,,,,2021-06-12 00:18:00,13,
922,,,,2021-06-12 00:35:00,14,
923,,,,2021-06-12 00:51:00,10,
924,,,,2021-06-12 01:07:00,8,
925,,,,2021-06-12 01:24:00,10,
926,,,,2021-06-12 01:40:00,12,
927,,,,2021-06-12 01:56:00,9,
928,,,,2021-06-12 02:13:00,12,
929,,,,2021-06-12 02:29:00,10,
930,,,,2021-06-12 02:45:00,15,
931,,,,2021-06-12 03:23:00,15,
932,,,,2021-06-12 03:39:00,8,
933,,,,2021-06-12 03:55:00,7,
934,,,,2021-06-12 04:33:00,14,
935,,,,2021-06-12 04:49:00,12,
936,,,,2021-06-12 05:05:00,11,
937,,,,2021-06-12 05:22:00,11,
938,,,,2021-06-12 05:38:00,10,
939,,,,2021-06-12 05:54:00,12,
940,,,,2021-06-12 06:11:00,8,
941,,,,2021-06-12 06:27:00,9,
942,,,,2021-06-12 06:43:00,14,
943,,,,2021-06-12 07:00:00,9,
944,,,,2021-06-12 07:16:00,8,
945,,,,2021-06-12 07:32:00,13,
946,,,,2021-06-12 07:49:00,9,
947,,,,2021-06-12 08:05:00,12,
948,,,,2021-06-12 08:21:00,10,
949,,,,2021-06-12 08:38:00,10,
950,,,,2021-06-12 08:54:00,11,
951,,,,2021-06-12 09:10:00,11,
952,,,,2021-06-12 09:27:00,12,
953,,,,2021-06-12 09:43:00,13,
954,,,,2021-06-12 09:59:00,10,
955,,,,2021-06-12 10:15:00,11,
956,,,,2021-06-12 10:32:00,7,
957,,,,2021-06-12 10:48:00,12,
958,,,,2021-06-12 11:04:00,9,
959,,,,2021-06-12 11:21:00,10,
960,,,,2021-06-12 11:37:00,9,
961,,,,2021-06-12 11:53:00,10,
962,,,,2021-06-12 12:10:00,11,
963,,,,2021-06-12 12:26:00,6,
964,,,,2021-06-12 12:42:00,10,
965,,,,2021-06-12 12:59:00,11,
966,,,,2021-06-12 13:36:00,18,
967,,,,2021-06-12 13:52:00,9,
968,,,,2021-06-12 14:09:00,8,
969,,,,2021-06-12 14:25:00,8,
970,,,,2021-06-12 14:41:00,11,
971,,,,2021-06-12 14:58:00,11,
972,,,,2021-06-12 15:14:00,10,
973,,,,2021-06-12 15:30:00,11,
974,,,,2021-06-12 15:47:00,16,
975,,,,2021-06-12 16:03:00,15,
976,,,,2021-06-12 16:19:00,21,
977,,,,2021-06-12 16:36:00,19,
978,,,,2021-06-12 17:13:00,34,
979,,,,2021-06-12 17:29:00,18,
980,,,,2021-06-12 17:46:00,24,
981,,,,2021-06-12 18:02:00,25,
982,,,,2021-06-12 18:18:00,19,
983,,,,2021-06-12 18:35:00,19,
984,,,,2021-06-12 18:51:00,15,
985,,,,2021-06-12 19:07:00,18,
986,,,,2021-06-12 19:24:00,13,
987,,,,2021-06-12 19:40:00,19,
988,,,,2021-06-12 19:56:00,18,
989,,,,2021-06-12 20:13:00,15,
990,,,,2021-06-12 20:29:00,15,
991,,,,2021-06-12 20:45:00,14,
992,,,,2021-06-12 21:02:00,13,
993,,,,2021-06-12 21:18:00,14,
994,,,,2021-06-12 21:34:00,18,
995,,,,2021-06-12 21:51:00,20,
996,,,,2021-06-12 22:07:00,19,
997,,,,2021-06-12 22:23:00,18,
998,,,,2021-06-12 22:40:00,21,
999,,,,2021-06-12 22:56:00,14,
1000,,,,2021-06-12 23:12:00,13,
1001,,,,2021-06-12 23:28:00,9,
1002,,,,2021-06-12 23:45:00,12,
1003,,,,2021-06-13 00:01:00,10,
1004,,,,2021-06-13 00:17:00,9,
1005,,,,2021-06-13 00:34:00,12,
1006,,,,2021-06-13 00:50:00,11,
1007,,,,2021-06-13 01:06:00,14,
1008,,,,2021-06-13 01:23:00,12,
1009,,,,2021-06-13 01:39:00,11,
1010,,,,2021-06-13 01:55:00,9,
1011,,,,2021-06-13 02:12:00,13,
1012,,,,2021-06-13 02:28:00,13,
1013,,,,2021-06-13 02:44:00,14,
1014,,,,2021-06-13 03:01:00,9,
1015,,,,2021-06-13 03:17:00,15,
1016,,,,2021-06-13 03:33:00,10,
1017,,,,2021-06-13 03:50:00,11,
1018,,,,2021-06-13 04:06:00,14,
1019,,,,2021-06-13 04:22:00,9,
1020,,,,2021-06-13 04:39:00,14,
1021,,,,2021-06-13 04:55:00,15,
1022,,,,2021-06-13 05:11:00,11,
1023,,,,2021-06-13 05:28:00,11,
1024,,,,2021-06-13 05:44:00,14,
1025,,,,2021-06-13 06:00:00,11,
1026,,,,2021-06-13 06:17:00,14,
1027,,,,2021-06-13 06:33:00,15,
1028,,,,2021-06-13 06:49:00,12,
1029,,,,2021-06-13 07:06:00,12,
1030,,,,2021-06-13 07:22:00,15,
1031,,,,2021-06-13 07:38:00,8,
1032,,,,2021-06-13 07:55:00,12,
1033,,,,2021-06-13 08:11:00,11,
1034,,,,2021-06-13 08:27:00,13,
1035,,,,2021-06-13 08:44:00,12,
1036,,,,2021-06-13 09:00:00,14,
1037,,,,2021-06-13 09:16:00,9,
1038,,,,2021-06-13 09:33:00,12,
1039,,,,2021-06-13 09:49:00,12,
1040,,,,2021-06-13 10:05:00,9,
1041,,,,2021-06-13 10:22:00,9,
1042,,,,2021-06-13 10:38:00,13,
1043,,,,2021-06-13 10:54:00,7,
1044,,,,2021-06-13 11:10:00,8,
1045,,,,2021-06-13 11:27:00,9,
1046,,,,2021-06-13 12:04:00,18,
1047,,,,2021-06-13 12:20:00,6,
1048,,,,2021-06-13 12:37:00,11,
1049,,,,2021-06-13 12:53:00,10,
1050,,,,2021-06-13 13:09:00,8,
1051,,,,2021-06-13 13:26:00,11,
1052,,,,2021-06-13 13:42:00,10,
1053,,,,2021-06-13 13:58:00,10,
1054,,,,2021-06-13 14:15:00,9,
1055,,,,2021-06-13 14:31:00,7,
1056,,,,2021-06-13 14:47:00,9,
1057,,,,2021-06-13 15:04:00,13,
1058,,,,2021-06-13 15:20:00,13,
1059,,,,2021-06-13 15:36:00,25,
1060,,,,2021-06-13 15:53:00,18,
1061,,,,2021-06-13 16:09:00,20,
1062,,,,2021-06-13 16:46:00,22,
1063,,,,2021-06-13 17:03:00,10,
1064,,,,2021-06-13 17:19:00,15,
1065,,,,2021-06-13 17:35:00,11,
1066,,,,2021-06-13 17:52:00,14,
1067,,,,2021-06-13 18:08:00,19,
1068,,,,2021-06-13 18:24:00,18,
1069,,,,2021-06-13 19:02:00,37,
1070,,,,2021-06-13 19:18:00,18,
1071,,,,2021-06-13 19:34:00,18,
1072,,,,2021-06-13 20:12:00,40,
1073,,,,2021-06-13 20:28:00,21,
1074,,,,2021-06-13 20:44:00,21,
1075,,,,2021-06-13 21:01:00,18,
1076,,,,2021-06-13 21:17:00,20,
1077,,,,2021-06-13 21:33:00,24,
1078,,,,2021-06-13 21:50:00,14,
1079,,,,2021-06-13 22:06:00,16,
1080,,,,2021-06-13 22:22:00,16,
1081,,,,2021-06-13 22:39:00,13,
1082,,,,2021-06-13 22:55:00,18,
1083,,,,2021-06-13 23:11:00,0,
1084,,,,2021-06-13 23:28:00,6,
1085,,,,2021-06-13 23:44:00,11,
1086,,,,2021-06-14 00:00:00,9,
1087,,,,2021-06-14 00:17:00,8,
1088,,,,2021-06-14 00:33:00,12,
1089,,,,2021-06-14 00:49:00,12,
1090,,,,2021-06-14 01:27:00,11,
1091,,,,2021-06-14 01:43:00,11,
1092,,,,2021-06-14 01:59:00,17,
1093,,,,2021-06-14 02:16:00,10,
1094,,,,2021-06-14 02:32:00,15,
1095,,,,2021-06-14 02:48:00,9,
1096,,,,2021-06-14 03:05:00,11,
1097,,,,2021-06-14 03:21:00,15,
1098,,,,2021-06-14 03:37:00,10,
1099,,,,2021-06-14 03:54:00,10,
1100,,,,2021-06-14 04:10:00,9,
1101,,,,2021-06-14 04:26:00,10,
1102,,,,2021-06-14 04:43:00,9,
1103,,,,2021-06-14 04:59:00,13,
1104,,,,2021-06-14 05:15:00,10,
1105,,,,2021-06-14 05:32:00,13,
1106,,,,2021-06-14 05:48:00,14,
1107,,,,2021-06-14 06:04:00,17,
1108,,,,2021-06-14 06:21:00,9,
1109,,,,2021-06-14 06:58:00,10,
1110,,,,2021-06-14 07:14:00,11,
1111,,,,2021-06-14 07:31:00,12,
1112,,,,2021-06-14 07:47:00,9,
1113,,,,2021-06-14 08:03:00,9,
1114,,,,2021-06-14 08:20:00,8,
1115,,,,2021-06-14 08:36:00,10,
1116,,,,2021-06-14 08:52:00,12,
1117,,,,2021-06-14 09:09:00,13,
1118,,,,2021-06-14 09:25:00,10,
1119,,,,2021-06-14 09:41:00,17,
1120,,,,2021-06-14 09:58:00,8,
1121,,,,2021-06-14 10:14:00,6,
1122,,,,2021-06-14 10:30:00,11,
1123,,,,2021-06-14 10:46:00,9,
1124,,,,2021-06-14 11:03:00,10,
1125,,,,2021-06-14 12:22:00,37,
1126,,,,2021-06-14 12:39:00,10,
1127,,,,2021-06-14 12:55:00,18,
1128,,,,2021-06-14 13:11:00,19,
1129,,,,2021-06-14 13:28:00,14,
1130,,,,2021-06-14 13:44:00,11,
1131,,,,2021-06-14 14:00:00,19,
1132,,,,2021-06-14 14:17:00,14,
1133,,,,2021-06-14 14:33:00,20,
1134,,,,2021-06-14 15:10:00,38,
1135,,,,2021-06-14 15:27:00,23,
1136,,,,2021-06-14 15:43:00,20,
1137,,,,2021-06-14 15:59:00,17,
1138,,,,2021-06-14 16:16:00,21,
1139,,,,2021-06-14 16:32:00,18,
1140,,,,2021-06-14 16:48:00,23,
1141,,,,2021-06-14 17:05:00,20,
1142,,,,2021-06-14 17:21:00,20,
1143,,,,2021-06-14 17:37:00,22,
1144,,,,2021-06-14 17:54:00,19,
1145,,,,2021-06-14 18:10:00,23,
1146,,,,2021-06-14 18:26:00,25,
1147,,,,2021-06-14 18:43:00,18,
1148,,,,2021-06-14 18:59:00,17,
1149,,,,2021-06-14 19:15:00,13,
1150,,,,2021-06-14 19:32:00,9,
1151,,,,2021-06-14 19:48:00,10,
1152,,,,2021-06-14 20:04:00,12,
1153,,,,2021-06-14 20:21:00,11,
1154,,,,2021-06-14 20:37:00,9,
1155,,,,2021-06-14 20:53:00,9,
1156,,,,2021-06-14 21:09:00,10,
1157,,,,2021-06-14 21:26:00,8,
1158,,,,2021-06-14 21:42:00,23,
1159,,,,2021-06-14 21:58:00,13,
1160,,,,2021-06-14 22:15:00,11,
1161,,,,2021-06-14 22:31:00,11,
1162,,,,2021-06-14 23:08:00,16,
1163,,,,2021-06-14 23:25:00,6,
1164,,,,2021-06-14 23:41:00,11,
1165,,,,2021-06-14 23:57:00,14,
1166,,,,2021-06-15 00:14:00,7,
1167,,,,2021-06-15 00:30:00,8,
1168,,,,2021-06-15 00:46:00,14,
1169,,,,2021-06-15 01:03:00,11,
1170,,,,2021-06-15 01:19:00,14,
1171,,,,2021-06-15 01:35:00,82,
1172,,,,2021-06-15 01:52:00,12,
1173,,,,2021-06-15 02:08:00,12,
1174,,,,2021-06-15 02:24:00,66,
1175,,,,2021-06-15 02:41:00,145,
1176,,,,2021-06-15 02:57:00,23,
1177,,,,2021-06-15 03:13:00,43,
1178,,,,2021-06-15 03:30:00,187,
1179,,,,2021-06-15 03:46:00,214,
1180,,,,2021-06-15 04:02:00,197,
1181,,,,2021-06-15 04:19:00,148,
1182,,,,2021-06-15 04:35:00,205,
1183,,,,2021-06-15 04:51:00,238,
1184,,,,2021-06-15 05:08:00,239,
1185,,,,2021-06-15 05:24:00,69,
1186,,,,2021-06-15 05:40:00,144,
1187,,,,2021-06-15 05:57:00,88,
1188,,,,2021-06-15 06:13:00,242,
1189,,,,2021-06-15 06:29:00,158,
1190,,,,2021-06-15 06:46:00,324,
1191,,,,2021-06-15 07:02:00,327,
1192,,,,2021-06-15 07:19:00,162,
1193,,,,2021-06-15 07:35:00,173,
1194,,,,2021-06-15 07:51:00,88,
1195,,,,2021-06-15 08:08:00,72,
1196,,,,2021-06-15 08:24:00,70,
1197,,,,2021-06-15 08:40:00,79,
1198,,,,2021-06-15 08:56:00,120,
1199,,,,2021-06-15 09:13:00,173,
1200,,,,2021-06-15 09:29:00,132,
1201,,,,2021-06-15 09:45:00,115,
1202,,,,2021-06-15 10:02:00,212,
1203,,,,2021-06-15 10:18:00,197,
1204,,,,2021-06-15 10:34:00,103,
1205,,,,2021-06-15 10:51:00,106,
1206,,,,2021-06-15 11:07:00,57,
1207,,,,2021-06-15 11:23:00,1138,
1208,,,,2021-06-15 11:40:00,24,
1209,,,,2021-06-15 11:56:00,16,
1210,,,,2021-06-15 12:12:00,11,
1211,,,,2021-06-15 12:29:00,11,
1212,,,,2021-06-15 12:45:00,11,
1213,,,,2021-06-15 13:01:00,11,
1214,,,,2021-06-15 13:18:00,23,
1215,,,,2021-06-15 13:34:00,23,
1216,,,,2021-06-15 13:50:00,20,
1217,,,,2021-06-15 14:28:00,17,
1218,,,,2021-06-15 14:44:00,12,
1219,,,,2021-06-15 15:00:00,19,
1220,,,,2021-06-15 15:17:00,15,
1221,,,,2021-06-15 15:33:00,21,
1222,,,,2021-06-15 16:10:00,29,
1223,,,,2021-06-15 16:27:00,20,
1224,,,,2021-06-15 16:43:00,26,
1225,,,,2021-06-15 16:59:00,14,
1226,,,,2021-06-15 17:16:00,20,
1227,,,,2021-06-15 17:32:00,11,
1228,,,,2021-06-15 17:48:00,16,
1229,,,,2021-06-15 18:05:00,20,
1230,,,,2021-06-15 18:21:00,25,
1231,,,,2021-06-15 18:37:00,16,
1232,,,,2021-06-15 18:54:00,17,
1233,,,,2021-06-15 19:10:00,27,
1234,,,,2021-06-15 19:26:00,30,
1235,,,,2021-06-15 19:42:00,17,
1236,,,,2021-06-15 19:59:00,22,
1237,,,,2021-06-15 20:15:00,43,
1238,,,,2021-06-15 20:52:00,39,
1239,,,,2021-06-15 21:09:00,17,
1240,,,,2021-06-15 21:25:00,16,
1241,,,,2021-06-15 21:41:00,23,
1242,,,,2021-06-15 21:58:00,11,
1243,,,,2021-06-15 22:14:00,15,
1244,,,,2021-06-15 22:30:00,26,
1245,,,,2021-06-15 22:47:00,20,
1246,,,,2021-06-15 23:03:00,23,
1247,,,,2021-06-15 23:19:00,11,
1248,,,,2021-06-15 23:36:00,9,
1249,,,,2021-06-15 23:52:00,14,
1250,,,,2021-06-16 00:08:00,9,
1251,,,,2021-06-16 00:25:00,11,
1252,,,,2021-06-16 00:41:00,11,
1253,,,,2021-06-16 00:57:00,11,
1254,,,,2021-06-16 01:14:00,9,
1255,,,,2021-06-16 01:30:00,9,
1256,,,,2021-06-16 01:46:00,9,
1257,,,,2021-06-16 02:03:00,9,
1258,,,,2021-06-16 02:19:00,7,
1259,,,,2021-06-16 02:35:00,12,
1260,,,,2021-06-16 02:52:00,18,
1261,,,,2021-06-16 03:29:00,7,
1262,,,,2021-06-16 03:45:00,8,
1263,,,,2021-06-16 04:02:00,10,
1264,,,,2021-06-16 04:18:00,11,
1265,,,,2021-06-16 04:34:00,10,
1266,,,,2021-06-16 04:51:00,10,
1267,,,,2021-06-16 05:07:00,9,
1268,,,,2021-06-16 05:23:00,10,
1269,,,,2021-06-16 05:40:00,8,
1270,,,,2021-06-16 05:56:00,11,
1271,,,,2021-06-16 06:12:00,8,
1272,,,,2021-06-16 06:29:00,11,
1273,,,,2021-06-16 06:45:00,10,
1274,,,,2021-06-16 07:02:00,9,
1275,,,,2021-06-16 07:18:00,12,
1276,,,,2021-06-16 07:34:00,10,
1277,,,,2021-06-16 07:51:00,13,
1278,,,,2021-06-16 08:07:00,12,
1279,,,,2021-06-16 08:23:00,12,
1280,,,,2021-06-16 08:40:00,13,
1281,,,,2021-06-16 08:56:00,10,
1282,,,,2021-06-16 09:12:00,14,
